Smiles,Adduct,CCS,Predicted_CCS,m/z,Cluster
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O,[M+H]+,282.55,284.18237,758.5699551,6
CCCCCCCCCCCCCC(=O)O[C@H](CO)CO[P]([O-])(=O)OCC[NH3+],[M+H]+,208.79,205.4281,426.2620393,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C/CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,[M+Cl]-,290.47,288.18457,795.0308052,6
C(OC(=O)CCCCCCCCCCCCCCCCC)[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCCC)=O,[M+NH4]+,327.49,325.0229,860.783291,6
[C@](CO)([H])(NC(CC=CCC=CCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CC=CCCCCCCCCCCCC,[M+H]+,275.18,274.02927,646.6137954,6
[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O,[M-H]-,274.3,275.21915,773.5332854,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCCCCC)=O,[M-H]-,295.85,293.0301,856.6795557,6
[C@](COP(=O)(O)OCCN)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)CO/C=C\CCCCCCCCCCCCCC,[M-H]-,268.1,265.17346,746.5124903,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC/C=C\CCCCCCCC)=O,[M+Na]+,294.0,293.45087,810.5989053,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,[M+2Na-H]+,279.42,281.41797,786.502655,6
CC[C@H](C)[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C,[M+H]+,246.4,247.66919,654.4329305,6
CCCCCCCCCCCCCCCCCC[N+](CCCCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,[M]+,379.0,390.11636,1027.16063,6
OC[C@]([H])(OC(CCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,[M+NH4]+,265.3,267.82428,622.5536255,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O,[M+H]+,288.1,287.91986,796.5856052,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O,[M+H]+,268.45,271.94016,716.523005,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)COCCCCCCCCCCCCCC,[M+CH3COO]-,277.01,277.2549,750.5645905,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O,[M+CH3COO]-,301.36,298.9511,920.6377554,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C/C=C/C=C/C=C/CC)=O)COC(CCCCCCCCCCCCCCCCC)=O,[M+HCOO]-,292.86,291.2019,827.5869552,6
[C@](CO[C@@H]1O[C@H](CO)[C@@H](O)C(O)C1O)([H])(NC(CCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CC=CCCCCCCCCCCCC,[M+Na]+,302.5,300.3125,820.6642689,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C=C/C=C\C=C/C=C\CC)=O)COC(CCCCCCCCCCCCCCCCC)=O,[M+CH3COO]-,291.95,289.79285,866.5908052,6
OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O,[M+NH4]+,263.86,262.36072,630.5223253,6
C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O,[M-H]-,279.1,278.26086,788.5441844,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O,[M-H]-,274.76,276.19632,784.5856553,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,[M-H]-,264.44,265.45953,750.507405,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,[M+Na]+,295.1,291.8653,808.5832553,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CC=CCCCCCCCCCCCC,[M+H]+,290.8,290.83014,745.6223251,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O,[M+H]+,281.17,284.9073,772.5856052,6
OC[C@]([H])(OC(CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O,[M+NH4]+,253.57,255.83804,590.4910252,6
C(OC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,[M+NH4]+,311.73,314.90564,828.7206908,6
C(OC(=O)CCCCCCCCC/C=C\CCCCCCCC)[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O,[M+NH4]+,326.41,327.1886,884.783291,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O,[M+Na]+,294.21,291.41153,818.5676052,6
[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCC)=O,[M-H]-,249.0,247.79802,645.4495557,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O,[M-H]-,265.55,260.93497,714.507405,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CC=CCCCCCCCCCCCC,[M+H]+,304.96,304.25165,815.7005754,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COCCCCCCCCCCCCCCCC,[M+H]+,279.37,277.6356,718.5750405,6
C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCC)(=O)O,[M+Na]+,290.2,283.72742,790.4999196,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCCCCCCCCCCCCCCCCCC)=O,[M+Na]+,261.35,257.93173,630.4474901,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCC)=O,[M+H]+,267.2,267.31946,690.5073549,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCC)=O,[M+Na]+,272.0,269.49152,712.4893549,6
[C@](CO)([H])(NC(CCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CCCCCCCCCCCCCCC,[M+Na]+,267.7,264.42642,590.5488452,6
[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCCCCCCCCCCCC)=O,[M+H]+,226.32,228.99113,510.3559396,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)COCCCCCCCCCCCCCCCCCCCC,[M-H]-,269.84,269.59998,742.5750906,6
C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCCCCCCCCCCCCCC)CO,[M+H]+,244.03,243.11023,566.4185399,6
C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCC)=O)(=O)O,[M+H]+,272.35,273.1365,734.4971841,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O,[M+H]+,276.15,273.4903,692.523005,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O,[M-H]-,271.88,272.68185,770.5700052,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,[M+H]+,267.05,267.03217,678.5073549,6
CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC,[M+H]+,187.5360064,209.11954,383.3888808,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,[M+Na]+,292.2,285.5868,782.5676052,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O,[M-H]-,255.62,256.21008,708.4604548,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCCCCCCCCC)=O,[M+H]+,296.53,294.23422,822.6012553,6
[C@](COP(=O)(O)OCCN)([H])(O)COCCCCCCCCCCCCCCCC,[M+H]+,216.38,213.14917,440.3140748,6
CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)CCCCCCCC[C@@H]([C@H](C)N)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O,[M+Na]+,260.4,265.2599,712.3884409,6
CCCCCCCCCCCCCCCC(=O)O[C@H](CO)CO[P](O)(=O)OCC(O)CO,[M-H]-,213.25,212.1383,483.2723196,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,[M+CH3COO]-,294.56,292.06137,890.5908052,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,[M+Na]+,280.6,277.84662,762.505005,6
OC[C@]([H])(OC(CCCCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,[M+NH4]+,273.57,275.4636,696.5692755,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC/C=C\CCCCCCCC)=O,[M+Na]+,296.49,293.45087,810.5989053,6
[C@]([H])(OC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O,[M-H]-,290.9,290.9878,883.5336793,6
C(CCl)OP(=O)(OCCCl)OCC(COP(=O)(OCCCl)OCCCl)(CCl)CCl,[M+Na]+,216.57,217.48233,602.8975571,6
[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCCCCCC)=O,[M-H]-,290.9,285.1434,835.5336793,6
[C@](COP(=O)(O)OCCN)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCCCC,[M-H]-,272.72,273.06824,776.5594405,6
C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,[M+H]+,280.92,283.15417,788.5441343,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,[M+Na]+,290.41,292.7015,838.5363051,6
C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(O)COC(CC=CCCCCCCCCCCCCCCCCCCCC)=O)(=O)O,[M-H]-,238.34,239.95578,606.3771191,6
[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCCCCCCCCCCCCCC)=O,[M+H]+,237.1,236.74872,538.3872398,6
C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,[M+2Na-H]+,295.38,295.21545,862.5550845,6
C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O)(=O)O,[M-H]-,292.19,291.3457,856.6067846,6
[C@]([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCC/C=C\CCCCCC)=O,[M-H]-,297.2,286.32117,857.5180292,6
[C@](CO[C@@H]1O[C@H](CO)[C@@H](O)C(O)C1O)([H])(NC(CCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CCCCCCCCCCCCCCC,[M+Na]+,295.6,293.21185,780.6329687,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCC/C=C/CCCCCC)=O,[M+H]+,225.71,224.61562,494.3246395,6
C[N+](C)(C)CCOP(OC[C@]([H])(O)COC(CC=CCC=CCC=CCC=CCC=CCC=CCCCCC)=O)(=O)O,[M+H]+,240.36,240.3792,597.3788662,6
CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,[M+H]+,220.6,222.52347,419.3161098,6
[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCCCCCCCC)=O,[M-H]-,287.73,290.9082,863.5649794,6
NCCOP(OC[C@]([H])(OC(CC=CCC=CCC=CCCCC)=O)COC(CC=CCC=CCC=CCCCC)=O)(=O)O,[M+K]+,248.7,248.9024,662.4570043,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,[M+H]+,302.37,301.24554,818.6638555,6
C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O,[M-H]-,215.0,216.09236,520.2675686,6
CCCCCCCCCCCCCCCC\C=C/OC[C@@H](O)CO[P]([O-])(=O)OCC[NH3+],[M+H]+,222.5,218.33578,466.3297249,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CC=CCCCCCCCCCCCC,[M+Na]+,309.3,304.62225,837.6825754,6
C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)(=O)O,[M+Na]+,297.67,301.8544,888.5730845,6
[C@](CO[C@@H]1O[C@H](CO)[C@@H](O)C(O)C1O)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CCCCCCCCCCCCCCC,[M+Na]+,308.2,306.09448,836.695569,6
C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCC/C=C\CCCCCC)CO,[M+Na]+,222.1,219.62213,502.2909894,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)CCCCCCCCCCCCCCC,[M+H]+,285.0,283.9282,705.5910249,6
C(OC(=O)CCCCCCC/C=C\CCCCCCCCC)[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCC)=O,[M+NH4]+,320.18,319.43588,844.7519909,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O,[M+H]+,274.0,277.18707,764.523005,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCC)=O,[M+Na]+,281.3,277.33093,752.520655,6
CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M+H]+,216.1,215.82275,400.3426589,6
[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(COP(=O)(O)OC[C@@]([H])(O)CO)COCCCCCCCCCCCCCCCC,[M-H]-,284.25,279.5116,789.600971,6
C[N+](C)(C)CCOP(OC[C@]([H])(OC(CC=CCC=CCCCCCCCCCCCCCCC)=O)COC(CC=CCC=CCC=CCCCCCCCCCCCCC)=O)(=O)O,[M+H]+,309.6,312.9433,907.7024321,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCCCC,[M-H]-,274.2,275.33838,780.5907407,6
[C@]([H])(O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,[M-H]-,233.59,233.86803,619.2883636,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCCCC,[M-H]-,268.96,266.527,728.5594405,6
C[N+](C)(C)CCOP(OC[C@]([H])(OC(CC=CCC=CCC=CCC=CCC=CCCCCCCC)=O)COC(CC=CCC=CCC=CCC=CCC=CCC=CCCCC)=O)(=O)O,[M+CH3COO]-,306.23,304.54504,967.6293818,6
[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O,[M+H]+,224.42,225.21643,508.3402896,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,[M+H]+,279.3,278.68204,744.5543051,6
C(COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCCCCCCCCCC)=O,[M+H]+,229.8,229.09805,496.3402896,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)CC=CCCCCCCCCCCCC,[M+H]+,283.9,281.7151,703.5753749,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCCCC)=O,[M+H]+,290.83,293.74152,824.6169053,6
[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCC)=O)(=O)O,[M-H]-,255.2,256.32608,679.455035,6
C(O[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)C(O)C2O)[C@H](O)C(O)C1O)[C@]([H])(OC(CC=CCC=CCC=CCCCCCCC)=O)COC(CC=CCC=CCC=CCCCCCCC)=O,[M-H]-,296.1,297.5608,907.5419219,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCC)=O)[C@]([H])(O)CC=CCCCCCCCCCCCC,[M+H]+,275.46,274.8424,675.5440748,6
NCCOP(OC[C@]([H])(OC(CC=CCC=CCC=CCC=CCC=CCC=CCCC)=O)COC(CC=CCC=CCC=CCC=CCC=CCC=CCC=CC)=O)(=O)O,[M+H]+,287.49,289.23804,848.523005,6
CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)CCCCCC[C@H](C[C@@H]([C@H](C)N)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O,[M+Na]+,259.2,265.12354,728.3833556,6
C(O)[C@]([H])(OC(CC=CCCCCCCCCCCCCCCCCCCC)=O)COC(CC=CCC=CCCCCCCCCCCCCCCCCC)=O,[M+NH4]+,288.35,300.8446,772.694476,6
CCCCCCC1CC1CCCCCCCC(=O)O[C@H](CO)CO[P]([O-])(=O)OCC[NH3+],[M+H]+,214.85,213.64166,466.2933394,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O,[M-H]-,266.1,266.57654,740.523055,6
CCCCCCCCCCCCCCC(=O)OC[C@@H](O)CO[P](O)(=O)OCC(O)CO,[M-H]-,209.66,207.94589,469.2566696,6
[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,[M+H]+,271.0,266.68298,675.4964559,6
C(OC(=O)CCCCCCCCCCCCCCCCCCCC)[C@]([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCC/C=C\CCCC)=O,[M+NH4]+,313.93,312.68512,816.7206908,6
C(OC(=O)CCCCCCC/C=C\CCCCC)[C@]([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCCCCC)=O,[M+Na]+,288.76,286.60535,741.6009403,6
[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCC/C=C\CCCCCCCCC)=O,[M-H]-,212.03,212.58258,492.3090395,6
OC[C@]([H])(OC(CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCC)=O,[M+NH4]+,257.78,259.55484,604.5066753,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCC)=O,[M+H]+,274.7,274.2709,718.538655,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,[M+K]+,278.94,282.6662,780.629155,6
[C@](CO[C@@H]1O[C@H](CO)[C@@H](O)C(O)C1O)([H])(NC(CC=CCC=CCC=CCC=CCC=CCC=CCC=CCC=CCCCC)=O)[C@]([H])(O)CC=CCCCCCCCCCCCC,[M+K]+,316.4,307.16324,904.7414687,6
[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O,[M-H]-,261.0,262.6302,717.4706851,6
[C@](CO)([H])(NC(CC=CCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CC=CCCCCCCCCCCCC,[M+H]+,276.8,277.42715,648.6294455,6
[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCC)=O,[M+Na]+,298.76,296.14584,824.6145554,6
[C@](COP(=O)(O)OCCN)([H])(O)CO/C=C\CCCCCCCCCCCCCCCCCC,[M+H]+,228.65,225.28015,494.361025,6
C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCCC)=O)(=O)O,[M+Na]+,305.58,305.77167,896.6356848,6
[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(=O)O,[M+Na]+,288.3,291.3817,843.5152353,6
[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O,[M+Na]+,292.4,292.66412,845.5308854,6
[C@](CO)([H])(NC(CCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CC=CCCCCCCCCCCCC,[M+H]+,261.2,260.31625,566.5511951,6
C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O,[M+H]+,283.39,284.86093,790.5597844,6
C(OC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,[M+NH4]+,341.2,338.0831,950.8302412,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O,[M+H]+,280.7,279.7305,788.523005,6
C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,[M-H]-,286.53,282.08304,812.5441844,6
[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,[M-H]-,217.9,215.92145,509.2879697,6
[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCCCCC/C=C\CCCCCCCCC)=O,[M-H]-,287.2,288.5443,859.5336793,6
[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O,[M+H]+,286.8,287.91986,796.5856052,6
C(OC(=O)CCCCCCC/C=C\CCCCCCCCC)[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O,[M+NH4]+,340.07,340.8636,930.8615414,6
[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O,[M-H]-,272.27,271.48566,769.5019852,6
C(O[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)C(O)C2O)[C@H](O)C(O)C1O)[C@]([H])(OC(CC=CCCCCCCCCCCCCC)=O)COC(CC=CCC=CCCCCCCCCCC)=O,[M+Na]+,309.0,302.688,937.5864721,6
